OpportunityId,StageName,CreatedDate
006_vu3bddxyp2ztmo,Prospecting,2024-11-13
006_vu3bddxyp2ztmo,Qualified,2024-12-02
006_vu3bddxyp2ztmo,Proposal,2024-12-12
006_vu3bddxyp2ztmo,Negotiation,2024-12-17
006_vu3bddxyp2ztmo,Closed Lost,2025-01-07
006_m2juddznizhdkp,Prospecting,2023-08-31
006_m2juddznizhdkp,Qualified,2023-09-19
006_m2juddznizhdkp,Proposal,2023-10-05
006_m2juddznizhdkp,Negotiation,2023-10-22
006_m2juddznizhdkp,Closed Won,2023-11-14
006_0yxwo9hdhm3529,Prospecting,2024-12-08
006_0yxwo9hdhm3529,Proposal,2024-12-15
006_qw6yn9uefsfr71,Prospecting,2023-10-15
006_qw6yn9uefsfr71,Qualified,2023-10-20
006_qhpbp10xk1yh7q,Prospecting,2025-07-23
006_qhpbp10xk1yh7q,Qualified,2025-07-28
006_qhpbp10xk1yh7q,Proposal,2025-08-21
006_qhpbp10xk1yh7q,Negotiation,2025-09-14
006_qhpbp10xk1yh7q,Closed Won,2025-09-28
006_kj5hnatzdk9w79,Prospecting,2023-02-22
006_kj5hnatzdk9w79,Qualified,2023-02-25
006_kj5hnatzdk9w79,Proposal,2023-03-09
006_kj5hnatzdk9w79,Negotiation,2023-03-19
006_kj5hnatzdk9w79,Closed Won,2023-04-03
006_o6lfo82z21z8qo,Prospecting,2023-12-23
006_o6lfo82z21z8qo,Qualified,2024-01-10
006_o6lfo82z21z8qo,Proposal,2024-01-23
006_o6lfo82z21z8qo,Negotiation,2024-02-12
006_o6lfo82z21z8qo,Closed Lost,2024-02-22
006_j6w07d09y5fxov,Prospecting,2025-05-20
006_j6w07d09y5fxov,Qualified,2025-05-28
006_j6w07d09y5fxov,Proposal,2025-06-04
006_y0gs09rvhm7gk9,Prospecting,2025-09-09
006_y0gs09rvhm7gk9,Qualified,2025-10-01
006_y0gs09rvhm7gk9,Proposal,2025-10-06
006_y0gs09rvhm7gk9,Negotiation,2025-10-24
006_y0gs09rvhm7gk9,Closed Lost,2025-10-31
006_bi86j2pv7lb5cc,Prospecting,2025-06-08
006_bi86j2pv7lb5cc,Negotiation,2025-06-20
006_sknhavp3cl173h,Prospecting,2025-01-10
006_sknhavp3cl173h,Qualified,2025-02-01
006_sknhavp3cl173h,Proposal,2025-02-23
006_sknhavp3cl173h,Negotiation,2025-03-17
006_sknhavp3cl173h,Closed Lost,2025-04-08
006_dk5i0rpwkmcb0a,Prospecting,2025-06-12
006_dk5i0rpwkmcb0a,Qualified,2025-07-04
006_dk5i0rpwkmcb0a,Proposal,2025-07-23
006_dk5i0rpwkmcb0a,Negotiation,2025-07-27
006_dk5i0rpwkmcb0a,Closed Lost,2025-08-03
006_zhz9dl2wdva0jv,Prospecting,2025-08-24
006_zhz9dl2wdva0jv,Qualified,2025-09-04
006_zhz9dl2wdva0jv,Proposal,2025-09-08
006_zhz9dl2wdva0jv,Negotiation,2025-09-18
006_zhz9dl2wdva0jv,Closed Lost,2025-09-25
006_22r78jtvusgnqs,Prospecting,2024-08-16
006_22r78jtvusgnqs,Proposal,2024-08-19
006_opojquills3xek,Prospecting,2023-01-28
006_opojquills3xek,Qualified,2023-02-18
006_opojquills3xek,Proposal,2023-03-03
006_opojquills3xek,Negotiation,2023-03-07
006_opojquills3xek,Closed Won,2023-03-15
006_hpv3comwjmzrgr,Prospecting,2024-03-12
006_hpv3comwjmzrgr,Qualified,2024-03-23
006_hpv3comwjmzrgr,Proposal,2024-04-02
006_hpv3comwjmzrgr,Negotiation,2024-04-19
006_hpv3comwjmzrgr,Closed Lost,2024-05-12
006_ffkgizws8p7odl,Prospecting,2024-05-23
006_ffkgizws8p7odl,Qualified,2024-06-12
006_ffkgizws8p7odl,Proposal,2024-06-21
006_ffkgizws8p7odl,Negotiation,2024-07-12
006_ffkgizws8p7odl,Closed Lost,2024-08-01
006_vnu2fzwz8epwki,Prospecting,2024-07-05
006_vnu2fzwz8epwki,Qualified,2024-07-22
006_vnu2fzwz8epwki,Proposal,2024-07-28
006_vnu2fzwz8epwki,Negotiation,2024-08-13
006_vnu2fzwz8epwki,Closed Lost,2024-08-27
006_obe0annn3jl2b9,Prospecting,2023-06-24
006_obe0annn3jl2b9,Proposal,2023-07-17
006_0hk90r7f4jsbra,Prospecting,2024-10-06
006_0hk90r7f4jsbra,Proposal,2024-10-16
006_981mqvxfol2w97,Prospecting,2024-12-29
006_981mqvxfol2w97,Qualified,2025-01-19
006_981mqvxfol2w97,Proposal,2025-02-11
006_981mqvxfol2w97,Negotiation,2025-03-02
006_981mqvxfol2w97,Closed Lost,2025-03-20
006_4zv5zwr1r5fdb6,Prospecting,2023-08-26
006_4zv5zwr1r5fdb6,Qualified,2023-09-09
006_4zv5zwr1r5fdb6,Proposal,2023-09-14
006_4zv5zwr1r5fdb6,Negotiation,2023-09-21
006_4zv5zwr1r5fdb6,Closed Won,2023-09-28
006_c8awx3xjuueucy,Prospecting,2023-06-09
006_c8awx3xjuueucy,Qualified,2023-06-28
006_pz9qg8z0jrv902,Prospecting,2025-04-24
006_pz9qg8z0jrv902,Qualified,2025-05-06
006_pz9qg8z0jrv902,Proposal,2025-05-14
006_pz9qg8z0jrv902,Negotiation,2025-05-29
006_pz9qg8z0jrv902,Closed Won,2025-06-01
006_r6c8kibamgpp3z,Prospecting,2023-08-11
006_r6c8kibamgpp3z,Proposal,2023-08-17
006_i1scb1e1ocb0bx,Prospecting,2023-10-17
006_i1scb1e1ocb0bx,Qualified,2023-11-10
006_sexv9gu7cfs6c0,Prospecting,2023-08-18
006_sexv9gu7cfs6c0,Qualified,2023-09-02
006_bozuok9ah44m3l,Prospecting,2025-09-18
006_bozuok9ah44m3l,Proposal,2025-10-05
006_h7e2zvaysoav81,Prospecting,2023-07-29
006_h7e2zvaysoav81,Qualified,2023-08-16
006_h7e2zvaysoav81,Proposal,2023-08-20
006_h7e2zvaysoav81,Negotiation,2023-09-03
006_h7e2zvaysoav81,Closed Won,2023-09-10
006_zl2ustitgq1a14,Prospecting,2025-09-05
006_zl2ustitgq1a14,Qualified,2025-09-28
006_zl2ustitgq1a14,Proposal,2025-10-12
006_zl2ustitgq1a14,Negotiation,2025-11-04
006_zl2ustitgq1a14,Closed Lost,2025-11-17
006_1fzgdyd8abpueb,Prospecting,2025-04-20
006_1fzgdyd8abpueb,Qualified,2025-05-03
006_1fzgdyd8abpueb,Proposal,2025-05-07
006_1fzgdyd8abpueb,Negotiation,2025-05-12
006_1fzgdyd8abpueb,Closed Won,2025-05-26
006_givdykj8di72pr,Prospecting,2023-12-21
006_givdykj8di72pr,Qualified,2024-01-02
006_givdykj8di72pr,Negotiation,2024-01-05
006_z3hokp2q8fqgcm,Prospecting,2025-05-05
006_z3hokp2q8fqgcm,Qualified,2025-05-24
006_z3hokp2q8fqgcm,Proposal,2025-06-02
006_z3hokp2q8fqgcm,Negotiation,2025-06-18
006_z3hokp2q8fqgcm,Closed Won,2025-07-04
006_09haxozlhbcrde,Prospecting,2025-05-10
006_09haxozlhbcrde,Proposal,2025-05-14
006_o74if4gorjciil,Prospecting,2023-08-15
006_o74if4gorjciil,Qualified,2023-08-21
006_o74if4gorjciil,Proposal,2023-09-08
006_o74if4gorjciil,Negotiation,2023-09-18
006_o74if4gorjciil,Closed Won,2023-09-27
006_6plhhdtpz4gipw,Prospecting,2025-09-23
006_6plhhdtpz4gipw,Proposal,2025-10-09
006_cr02gnurpone4f,Prospecting,2024-07-28
006_cr02gnurpone4f,Qualified,2024-08-08
006_cr02gnurpone4f,Proposal,2024-08-30
006_cr02gnurpone4f,Negotiation,2024-09-22
006_cr02gnurpone4f,Closed Won,2024-10-10
006_uz6rf4csbv2ro9,Prospecting,2024-02-24
006_uz6rf4csbv2ro9,Qualified,2024-03-08
006_uz6rf4csbv2ro9,Proposal,2024-03-12
006_uz6rf4csbv2ro9,Negotiation,2024-04-03
006_uz6rf4csbv2ro9,Closed Lost,2024-04-25
006_scwuheb0u5qnz1,Prospecting,2024-10-15
006_scwuheb0u5qnz1,Qualified,2024-11-01
006_scwuheb0u5qnz1,Proposal,2024-11-19
006_scwuheb0u5qnz1,Negotiation,2024-12-01
006_scwuheb0u5qnz1,Closed Lost,2024-12-22
006_tgivs1guuu199s,Prospecting,2025-10-04
006_tgivs1guuu199s,Qualified,2025-10-13
006_tgivs1guuu199s,Proposal,2025-11-05
006_tgivs1guuu199s,Negotiation,2025-11-13
006_tgivs1guuu199s,Closed Lost,2025-11-25
006_4ocm97jx06nza9,Prospecting,2024-09-21
006_4ocm97jx06nza9,Qualified,2024-10-15
006_t64c067ug9umat,Prospecting,2025-05-15
006_t64c067ug9umat,Qualified,2025-05-27
006_t64c067ug9umat,Proposal,2025-05-30
006_t64c067ug9umat,Negotiation,2025-06-14
006_t64c067ug9umat,Closed Won,2025-06-21
006_wv1eotxkg0k5w0,Prospecting,2025-06-10
006_wv1eotxkg0k5w0,Proposal,2025-06-30
006_5sfgjh2lud2t5r,Prospecting,2024-04-04
006_5sfgjh2lud2t5r,Qualified,2024-04-23
006_5sfgjh2lud2t5r,Proposal,2024-05-14
006_5sfgjh2lud2t5r,Negotiation,2024-05-26
006_5sfgjh2lud2t5r,Closed Lost,2024-05-31
006_y2jkish1ggdehx,Prospecting,2024-02-18
006_y2jkish1ggdehx,Qualified,2024-03-08
006_y2jkish1ggdehx,Proposal,2024-04-01
006_y2jkish1ggdehx,Negotiation,2024-04-16
006_y2jkish1ggdehx,Closed Lost,2024-05-05
006_6a6wuf9fr1hc8n,Prospecting,2023-02-01
006_6a6wuf9fr1hc8n,Qualified,2023-02-10
006_6a6wuf9fr1hc8n,Proposal,2023-02-16
006_6a6wuf9fr1hc8n,Negotiation,2023-02-19
006_6a6wuf9fr1hc8n,Closed Lost,2023-03-05
006_e8sptfr9onho9b,Prospecting,2024-02-27
006_e8sptfr9onho9b,Qualified,2024-03-09
006_e8sptfr9onho9b,Proposal,2024-03-14
006_e8sptfr9onho9b,Negotiation,2024-03-22
006_e8sptfr9onho9b,Closed Lost,2024-03-26
006_pwjer9yimiu6ra,Prospecting,2024-07-11
006_pwjer9yimiu6ra,Negotiation,2024-08-03
006_6kswv325pnvt6p,Prospecting,2023-12-25
006_6kswv325pnvt6p,Qualified,2023-12-28
006_6kswv325pnvt6p,Proposal,2024-01-08
006_6kswv325pnvt6p,Negotiation,2024-01-14
006_6kswv325pnvt6p,Closed Won,2024-02-03
006_cgdne9c26m03b3,Prospecting,2024-01-09
006_cgdne9c26m03b3,Qualified,2024-01-25
006_cgdne9c26m03b3,Proposal,2024-01-30
006_cgdne9c26m03b3,Negotiation,2024-02-08
006_cgdne9c26m03b3,Closed Lost,2024-02-16
006_xzyokny4f7805i,Prospecting,2023-06-30
006_xzyokny4f7805i,Qualified,2023-07-18
006_xzyokny4f7805i,Negotiation,2023-07-27
006_gn62xs7bg18h00,Prospecting,2023-04-19
006_gn62xs7bg18h00,Qualified,2023-04-29
006_gn62xs7bg18h00,Proposal,2023-05-05
006_gn62xs7bg18h00,Negotiation,2023-05-28
006_gn62xs7bg18h00,Closed Won,2023-06-09
006_zdyj7ga5csxpap,Prospecting,2024-10-09
006_zdyj7ga5csxpap,Qualified,2024-11-02
006_zdyj7ga5csxpap,Proposal,2024-11-20
006_zdyj7ga5csxpap,Negotiation,2024-12-03
006_zdyj7ga5csxpap,Closed Won,2024-12-13
006_pdd0c4t03nvefu,Prospecting,2023-03-27
006_pdd0c4t03nvefu,Qualified,2023-04-13
006_pdd0c4t03nvefu,Proposal,2023-04-20
006_pdd0c4t03nvefu,Negotiation,2023-05-03
006_pdd0c4t03nvefu,Closed Won,2023-05-14
006_hus6mvalee6u9x,Prospecting,2023-06-03
006_hus6mvalee6u9x,Qualified,2023-06-16
006_hus6mvalee6u9x,Proposal,2023-07-06
006_hus6mvalee6u9x,Negotiation,2023-07-26
006_hus6mvalee6u9x,Closed Won,2023-08-14
006_c8bacl04mvsk20,Prospecting,2024-08-24
006_c8bacl04mvsk20,Qualified,2024-09-04
006_c8bacl04mvsk20,Proposal,2024-09-24
006_c8bacl04mvsk20,Negotiation,2024-10-14
006_c8bacl04mvsk20,Closed Lost,2024-10-28
006_4un43eljgenc8z,Prospecting,2025-09-05
006_4un43eljgenc8z,Qualified,2025-09-20
006_4un43eljgenc8z,Proposal,2025-10-05
006_4un43eljgenc8z,Negotiation,2025-10-28
006_4un43eljgenc8z,Closed Won,2025-11-01
006_rtj6bi5n31knuq,Prospecting,2025-08-14
006_rtj6bi5n31knuq,Qualified,2025-09-01
006_rtj6bi5n31knuq,Proposal,2025-09-17
006_rtj6bi5n31knuq,Negotiation,2025-09-26
006_rtj6bi5n31knuq,Closed Lost,2025-10-01
006_dcivprwu5rpuwh,Prospecting,2023-09-13
006_dcivprwu5rpuwh,Qualified,2023-09-23
006_dcivprwu5rpuwh,Proposal,2023-10-16
006_dcivprwu5rpuwh,Negotiation,2023-11-08
006_dcivprwu5rpuwh,Closed Won,2023-11-17
006_kqsc8cgig2yoem,Prospecting,2023-08-01
006_kqsc8cgig2yoem,Qualified,2023-08-13
006_3gmtnt504i0t6e,Prospecting,2025-09-19
006_3gmtnt504i0t6e,Qualified,2025-10-12
006_3gmtnt504i0t6e,Proposal,2025-10-28
006_3gmtnt504i0t6e,Negotiation,2025-11-07
006_3gmtnt504i0t6e,Closed Lost,2025-11-24
006_o4qga3vfdwe0yu,Prospecting,2025-08-29
006_o4qga3vfdwe0yu,Qualified,2025-09-16
006_o4qga3vfdwe0yu,Proposal,2025-09-30
006_o4qga3vfdwe0yu,Negotiation,2025-10-13
006_ya6aj6irqeitwa,Prospecting,2023-09-03
006_ya6aj6irqeitwa,Qualified,2023-09-09
006_ya6aj6irqeitwa,Proposal,2023-09-17
006_ya6aj6irqeitwa,Negotiation,2023-10-10
006_ya6aj6irqeitwa,Closed Lost,2023-10-14
006_xrypabtx3rq8n3,Prospecting,2025-10-23
006_xrypabtx3rq8n3,Qualified,2025-11-12
006_xrypabtx3rq8n3,Proposal,2025-11-15
006_xrypabtx3rq8n3,Negotiation,2025-11-26
006_xrypabtx3rq8n3,Closed Won,2025-12-13
006_2og27iwqb1z7t0,Prospecting,2024-12-03
006_2og27iwqb1z7t0,Qualified,2024-12-21
006_f36tdz01ov666o,Prospecting,2025-01-21
006_f36tdz01ov666o,Qualified,2025-01-27
006_f36tdz01ov666o,Proposal,2025-02-14
006_f36tdz01ov666o,Negotiation,2025-03-03
006_f36tdz01ov666o,Closed Lost,2025-03-16
006_3rra0bo06boa53,Prospecting,2023-03-05
006_3rra0bo06boa53,Qualified,2023-03-13
006_3rra0bo06boa53,Proposal,2023-03-21
006_3rra0bo06boa53,Negotiation,2023-04-09
006_3rra0bo06boa53,Closed Won,2023-04-26
006_nw449o6on22cwv,Prospecting,2025-02-18
006_nw449o6on22cwv,Qualified,2025-03-03
006_nw449o6on22cwv,Proposal,2025-03-27
006_e2nmkqqc49a6m1,Prospecting,2025-08-21
006_e2nmkqqc49a6m1,Qualified,2025-09-01
006_30dy31gw6hyv1r,Prospecting,2024-07-26
006_30dy31gw6hyv1r,Qualified,2024-08-03
006_30dy31gw6hyv1r,Proposal,2024-08-14
006_30dy31gw6hyv1r,Negotiation,2024-09-03
006_30dy31gw6hyv1r,Closed Won,2024-09-23
006_ewtuwtxcz3dm26,Prospecting,2023-05-03
006_ewtuwtxcz3dm26,Negotiation,2023-05-27
006_6da7mn2htsfawo,Prospecting,2024-08-23
006_6da7mn2htsfawo,Qualified,2024-09-16
006_16l80ppd5nec69,Prospecting,2023-02-07
006_16l80ppd5nec69,Negotiation,2023-02-26
006_ikuiy4q8y0812a,Prospecting,2023-09-23
006_ikuiy4q8y0812a,Qualified,2023-09-26
006_ikuiy4q8y0812a,Proposal,2023-10-11
006_ikuiy4q8y0812a,Negotiation,2023-10-29
006_ikuiy4q8y0812a,Closed Lost,2023-11-13
006_h4j79xkmdfyl43,Prospecting,2025-03-16
006_h4j79xkmdfyl43,Qualified,2025-03-30
006_h4j79xkmdfyl43,Proposal,2025-04-18
006_h4j79xkmdfyl43,Negotiation,2025-05-03
006_h4j79xkmdfyl43,Closed Won,2025-05-27
006_lda2r1kd6nsmf3,Prospecting,2023-05-26
006_lda2r1kd6nsmf3,Qualified,2023-06-14
006_lda2r1kd6nsmf3,Proposal,2023-07-01
006_lda2r1kd6nsmf3,Negotiation,2023-07-06
006_qhmahcx78dtjbm,Prospecting,2024-02-19
006_qhmahcx78dtjbm,Qualified,2024-03-09
006_qhmahcx78dtjbm,Proposal,2024-03-12
006_qhmahcx78dtjbm,Negotiation,2024-04-02
006_qhmahcx78dtjbm,Closed Won,2024-04-15
006_ifcsmc3si05o2m,Prospecting,2025-07-08
006_ifcsmc3si05o2m,Qualified,2025-07-13
006_ifcsmc3si05o2m,Proposal,2025-08-02
006_ifcsmc3si05o2m,Negotiation,2025-08-20
006_ifcsmc3si05o2m,Closed Lost,2025-08-31
006_1k7t5ufu1agix4,Prospecting,2025-02-02
006_1k7t5ufu1agix4,Qualified,2025-02-18
006_59m5p1vwb3gjwh,Prospecting,2023-10-09
006_59m5p1vwb3gjwh,Qualified,2023-10-27
006_59m5p1vwb3gjwh,Proposal,2023-11-16
006_59m5p1vwb3gjwh,Negotiation,2023-11-26
006_59m5p1vwb3gjwh,Closed Lost,2023-11-29
006_pe1vwa3mkirkks,Prospecting,2024-09-03
006_pe1vwa3mkirkks,Qualified,2024-09-24
006_pe1vwa3mkirkks,Proposal,2024-10-17
006_pe1vwa3mkirkks,Negotiation,2024-10-24
006_pe1vwa3mkirkks,Closed Lost,2024-11-06
006_u8tiyeh463w5n1,Prospecting,2025-01-09
006_u8tiyeh463w5n1,Qualified,2025-01-29
006_u8tiyeh463w5n1,Proposal,2025-02-19
006_u8tiyeh463w5n1,Negotiation,2025-03-08
006_u8tiyeh463w5n1,Closed Won,2025-03-25
006_bwhclfk091ibem,Prospecting,2025-07-19
006_bwhclfk091ibem,Qualified,2025-07-27
006_2jr1aal8p3zczn,Prospecting,2023-02-22
006_2jr1aal8p3zczn,Qualified,2023-03-01
006_2jr1aal8p3zczn,Proposal,2023-03-24
006_2jr1aal8p3zczn,Negotiation,2023-04-16
006_2jr1aal8p3zczn,Closed Lost,2023-04-22
006_2vtv6noip8mejg,Prospecting,2023-04-05
006_2vtv6noip8mejg,Qualified,2023-04-08
006_2vtv6noip8mejg,Proposal,2023-04-11
006_2vtv6noip8mejg,Negotiation,2023-05-02
006_2vtv6noip8mejg,Closed Lost,2023-05-22
006_1ge31dj1zf3txw,Prospecting,2023-10-05
006_1ge31dj1zf3txw,Qualified,2023-10-27
006_bg1r50zq6zk9l3,Prospecting,2023-04-08
006_bg1r50zq6zk9l3,Negotiation,2023-05-01
006_ut1olgqb6znyqx,Prospecting,2024-09-02
006_ut1olgqb6znyqx,Qualified,2024-09-17
006_ut1olgqb6znyqx,Proposal,2024-10-06
006_d6cdjcsubh4sgt,Prospecting,2023-01-19
006_d6cdjcsubh4sgt,Qualified,2023-02-01
006_d6cdjcsubh4sgt,Proposal,2023-02-15
006_d6cdjcsubh4sgt,Negotiation,2023-02-26
006_d6cdjcsubh4sgt,Closed Lost,2023-03-05
006_ol1b5x3mph2xng,Prospecting,2024-03-20
006_ol1b5x3mph2xng,Qualified,2024-04-04
006_rdqmcslmgvfvek,Prospecting,2023-01-24
006_rdqmcslmgvfvek,Qualified,2023-02-02
006_rdqmcslmgvfvek,Proposal,2023-02-14
006_rdqmcslmgvfvek,Negotiation,2023-02-25
006_rdqmcslmgvfvek,Closed Lost,2023-02-28
006_13oswgxl7oqxny,Prospecting,2024-03-07
006_13oswgxl7oqxny,Qualified,2024-03-11
006_13oswgxl7oqxny,Proposal,2024-03-15
006_13oswgxl7oqxny,Negotiation,2024-03-26
006_13oswgxl7oqxny,Closed Lost,2024-04-12
006_spyoz7rwjpke5c,Prospecting,2025-08-02
006_spyoz7rwjpke5c,Qualified,2025-08-17
006_spyoz7rwjpke5c,Proposal,2025-09-05
006_spyoz7rwjpke5c,Negotiation,2025-09-26
006_spyoz7rwjpke5c,Closed Lost,2025-10-05
006_w362w5jbv09rtz,Prospecting,2024-09-08
006_w362w5jbv09rtz,Qualified,2024-09-25
006_w362w5jbv09rtz,Proposal,2024-10-14
006_w362w5jbv09rtz,Negotiation,2024-11-04
006_w362w5jbv09rtz,Closed Won,2024-11-28
006_hz5dzh4lrwfo3i,Prospecting,2025-02-03
006_hz5dzh4lrwfo3i,Qualified,2025-02-06
006_hz5dzh4lrwfo3i,Proposal,2025-03-02
006_hz5dzh4lrwfo3i,Negotiation,2025-03-26
006_hz5dzh4lrwfo3i,Closed Won,2025-04-14
006_m18vxcpjidv1vr,Prospecting,2024-09-26
006_m18vxcpjidv1vr,Qualified,2024-10-03
006_m18vxcpjidv1vr,Proposal,2024-10-13
006_m18vxcpjidv1vr,Negotiation,2024-10-24
006_m18vxcpjidv1vr,Closed Lost,2024-10-29
006_1sl0dvf6gac1av,Prospecting,2024-09-26
006_1sl0dvf6gac1av,Qualified,2024-10-18
006_1sl0dvf6gac1av,Proposal,2024-11-03
006_1sl0dvf6gac1av,Negotiation,2024-11-09
006_1sl0dvf6gac1av,Closed Won,2024-11-27
006_t32nir589wj521,Prospecting,2024-01-12
006_t32nir589wj521,Qualified,2024-01-23
006_t32nir589wj521,Proposal,2024-02-09
006_t32nir589wj521,Negotiation,2024-02-13
006_t32nir589wj521,Closed Lost,2024-02-19
006_e5q7m480399rsl,Prospecting,2024-11-03
006_e5q7m480399rsl,Qualified,2024-11-22
006_e5q7m480399rsl,Proposal,2024-11-30
006_e5q7m480399rsl,Negotiation,2024-12-14
006_e5q7m480399rsl,Closed Won,2024-12-22
006_55c66368h4ag19,Prospecting,2023-04-18
006_55c66368h4ag19,Qualified,2023-04-28
006_55c66368h4ag19,Proposal,2023-05-01
006_55c66368h4ag19,Negotiation,2023-05-10
006_55c66368h4ag19,Closed Lost,2023-05-21
006_87v2yk65qa90ru,Prospecting,2023-02-22
006_87v2yk65qa90ru,Qualified,2023-03-13
006_87v2yk65qa90ru,Proposal,2023-03-24
006_75aghluendf41n,Prospecting,2023-09-28
006_75aghluendf41n,Qualified,2023-10-07
006_75aghluendf41n,Proposal,2023-10-23
006_75aghluendf41n,Negotiation,2023-10-31
006_75aghluendf41n,Closed Lost,2023-11-11
006_boehfcioa8je0u,Prospecting,2023-02-19
006_boehfcioa8je0u,Qualified,2023-03-04
006_boehfcioa8je0u,Proposal,2023-03-22
006_boehfcioa8je0u,Negotiation,2023-04-07
006_boehfcioa8je0u,Closed Lost,2023-04-11
006_m19fv4m1c4is8l,Prospecting,2024-09-06
006_m19fv4m1c4is8l,Qualified,2024-09-23
006_m19fv4m1c4is8l,Proposal,2024-10-09
006_m19fv4m1c4is8l,Negotiation,2024-11-01
006_m19fv4m1c4is8l,Closed Won,2024-11-07
006_5j4p8cg27j64br,Prospecting,2024-08-30
006_5j4p8cg27j64br,Qualified,2024-09-08
006_5j4p8cg27j64br,Proposal,2024-09-14
006_5j4p8cg27j64br,Negotiation,2024-09-21
006_5j4p8cg27j64br,Closed Lost,2024-09-27
006_2atfxtyl5ub0el,Prospecting,2023-12-08
006_2atfxtyl5ub0el,Qualified,2023-12-23
006_2atfxtyl5ub0el,Proposal,2024-01-09
006_2atfxtyl5ub0el,Negotiation,2024-01-13
006_2atfxtyl5ub0el,Closed Lost,2024-02-01
006_7i84c4p9mt3dje,Prospecting,2023-08-12
006_7i84c4p9mt3dje,Qualified,2023-08-17
006_7i84c4p9mt3dje,Proposal,2023-09-05
006_7i84c4p9mt3dje,Negotiation,2023-09-10
006_7i84c4p9mt3dje,Closed Lost,2023-09-30
006_vxo07tvldeud06,Prospecting,2025-09-26
006_vxo07tvldeud06,Qualified,2025-10-08
006_vxo07tvldeud06,Proposal,2025-11-01
006_vxo07tvldeud06,Negotiation,2025-11-16
006_vxo07tvldeud06,Closed Won,2025-11-19
006_5w69roww9yqte8,Prospecting,2023-12-23
006_5w69roww9yqte8,Qualified,2024-01-03
006_5w69roww9yqte8,Proposal,2024-01-21
006_5w69roww9yqte8,Negotiation,2024-02-04
006_5w69roww9yqte8,Closed Won,2024-02-12
006_zdv3mez7fpcctk,Prospecting,2023-08-26
006_zdv3mez7fpcctk,Qualified,2023-08-30
006_zdv3mez7fpcctk,Proposal,2023-09-19
006_zdv3mez7fpcctk,Negotiation,2023-09-22
006_zdv3mez7fpcctk,Closed Lost,2023-09-25
006_ag0s0dkp80bnsk,Prospecting,2024-06-17
006_ag0s0dkp80bnsk,Qualified,2024-07-01
006_ag0s0dkp80bnsk,Proposal,2024-07-25
006_ag0s0dkp80bnsk,Negotiation,2024-08-07
006_ag0s0dkp80bnsk,Closed Lost,2024-08-14
006_sjxshpcuw2hs21,Prospecting,2023-07-24
006_sjxshpcuw2hs21,Qualified,2023-08-05
006_sjxshpcuw2hs21,Proposal,2023-08-26
006_sjxshpcuw2hs21,Negotiation,2023-09-05
006_sjxshpcuw2hs21,Closed Lost,2023-09-08
006_czoz37mlzthc52,Prospecting,2023-11-15
006_czoz37mlzthc52,Qualified,2023-11-26
006_czoz37mlzthc52,Proposal,2023-12-02
006_cvbe9ilhvjchfk,Prospecting,2025-06-04
006_cvbe9ilhvjchfk,Qualified,2025-06-18
006_cvbe9ilhvjchfk,Proposal,2025-07-12
006_cvbe9ilhvjchfk,Negotiation,2025-08-01
006_cvbe9ilhvjchfk,Closed Won,2025-08-14
006_5sug2cxld4eas0,Prospecting,2024-04-22
006_5sug2cxld4eas0,Qualified,2024-05-04
006_5sug2cxld4eas0,Proposal,2024-05-09
006_5sug2cxld4eas0,Negotiation,2024-05-12
006_5sug2cxld4eas0,Closed Lost,2024-06-04
006_alpb2hbv4zwl5p,Prospecting,2025-06-30
006_alpb2hbv4zwl5p,Qualified,2025-07-23
006_alpb2hbv4zwl5p,Proposal,2025-08-06
006_alpb2hbv4zwl5p,Negotiation,2025-08-17
006_alpb2hbv4zwl5p,Closed Won,2025-09-02
006_505mnn16ovoakk,Prospecting,2024-10-31
006_505mnn16ovoakk,Negotiation,2024-11-16
006_3eynahqamvvv00,Prospecting,2024-11-30
006_3eynahqamvvv00,Negotiation,2024-12-04
006_necytryshc22je,Prospecting,2024-07-25
006_necytryshc22je,Qualified,2024-08-15
006_necytryshc22je,Proposal,2024-08-22
006_necytryshc22je,Negotiation,2024-09-06
006_necytryshc22je,Closed Won,2024-09-12
006_9y8gv0pnef2geg,Prospecting,2025-01-22
006_9y8gv0pnef2geg,Qualified,2025-02-03
006_9y8gv0pnef2geg,Proposal,2025-02-23
006_9y8gv0pnef2geg,Negotiation,2025-02-28
006_9y8gv0pnef2geg,Closed Lost,2025-03-12
006_ep46wtnl6lf5tn,Prospecting,2023-03-31
006_ep46wtnl6lf5tn,Qualified,2023-04-22
006_ep46wtnl6lf5tn,Proposal,2023-04-25
006_ep46wtnl6lf5tn,Negotiation,2023-05-10
006_ep46wtnl6lf5tn,Closed Lost,2023-05-25
006_036key2zsidi0c,Prospecting,2023-02-08
006_036key2zsidi0c,Qualified,2023-02-24
006_036key2zsidi0c,Proposal,2023-03-01
006_036key2zsidi0c,Negotiation,2023-03-19
006_036key2zsidi0c,Closed Won,2023-04-04
006_n15qbejkq203yu,Prospecting,2025-05-17
006_n15qbejkq203yu,Qualified,2025-05-25
006_n15qbejkq203yu,Proposal,2025-06-06
006_n15qbejkq203yu,Negotiation,2025-06-20
006_n15qbejkq203yu,Closed Lost,2025-07-14
006_s6plyu8agw2t4w,Prospecting,2024-03-11
006_s6plyu8agw2t4w,Qualified,2024-03-19
006_s6plyu8agw2t4w,Proposal,2024-04-02
